title,text,rating,timestamp,item_title,category,label,images
classic movie,funny classic movie,5,27/12/2022 20:23,Kuffs,Movies_and_TV,OR,
there are a lot of brooklyn accents in this one,"it was very interesting to see how people react. they did not act very well.you will see a lot of looting and fires set in the darkness. how frightening just to be in the dark. now i understand , finally , what edith bunker was talking about ,on all in the family.",5,07/04/2022 09:07,,Movies_and_TV,OR,
Might have been fun with better cgi,but otherwise very boring.,1,14/07/2022 00:49,,Movies_and_TV,OR,
Taylor Sheridan,The movie that made me a Taylor Sheridan fan. I love his writing and directing style. He gives a lot of space to his actors (having an acting background himself) and that resulted in  very believable actors.,5,19/08/2022 23:39,,Movies_and_TV,OR,
Just brilliant!,"Great characters, touching and moving. Never gets old.",5,09/01/2023 20:34,Glory,Movies_and_TV,OR,
"Superior film, superior acting","I loved the story and the actors.  It could have gotten too sentimental but it never did.  You could believe this all could have happened.  Sidney Poitier and Elizabeth Hartman are terrific and completely believable.  And Shelley Winters was superb as the jerk mother.  Yes, the film pulls at your heart strings but never snaps them.  Highly recommend this one for your home library.  Marc",5,23/02/2023 17:53,A Patch of Blue [DVD],Movies_and_TV,OR,
REALLY BAD,"I OWN ALL THE NIGHTMARE ON ELM STREET MOVIES, SO I HAD TO GET THIS ONE, WHAT A BIG MISTAKE, IT'S THE WORST OUT OF ALL THE FREEDY MOVIES, THE ONE PLAYING FREDDY IS THE WORST ACTING, NO ONE CAN TAKE THE PLACE OF ROBERT ENGLAND",1,13/01/2023 12:25,A Nightmare On Elm Street (2010),Movies_and_TV,OR,
Good,Purchased to add to my collection. Haven't watched yet but as a Dr. Who fan I am sure it will be good.,5,16/01/2023 18:48,Doctor Who: The Complete Thirteenth Series - Flux [DVD],Movies_and_TV,OR,
Good,Good enjoyed it,5,13/05/2022 21:47,There Is A House Here,Movies_and_TV,OR,
Really flaky movie.,"The individual performances were generally good, but the plot was so disconnected and the humor so slapstick that it just wasn't my cup of tea.",3,30/07/2022 16:14,Mystery Men [DVD],Movies_and_TV,OR,
Great suspense movie!,"I really enjoyed this movie. Completely different then most of these types of movies. If you want suspense and a good scare without gore, sex and violence this movie delivers!",5,06/10/2022 04:56,,Movies_and_TV,OR,
Great set,Got this to watch with my kids. Everyone loved it.,5,21/09/2022 18:55,,Movies_and_TV,OR,
Interesting new take on movies,"This movie has a wonderful idea for the plot. The movie follows through well and keeps you interested, though I did not get to finish watching it before my rental time was up so I will have to change my post to include a review for the full movie",5,21/01/2023 02:30,Next Exit,Movies_and_TV,OR,
"Dark but well-made movie, heavy with themes of abuse","Antlers (2021), an American supernatural horror film, adapted from Nick Antosca’s short story “The Quiet Boy” published in 2019. Set in the small central Oregon town of Cispus Falls, schoolteacher Julia Meadows (Keri Russell) is concerned about the welfare of one of her students, 12-year-old Lucas Weaver (Jeremy T. Thomas). Lucas makes scary drawings of monsters, his father hasn’t been seen in days, and oh Lucas likes to collect and bring roadkill home (if he doesn’t kill the animals himself). Julia, aside from just being a good teacher, is also motivated by personal experience of having been abused herself and of guilt of having left her brother behind when she left home. That brother, Paul (Jesse Plemons), is the local sheriff, and reluctantly gets involved in Julia’s efforts to help Lucas.  Sadly, Lucas’ drawings aren’t metaphorical cries for help, as Bad Things are happening at home. His dad (among others) is going Wendigo, turning into a horrible, antler-clad, demonic bipedal deer creature that likes to eat people. It’s a dark movie, literally and figuratively. Sets are dark, it is dark horror, and it’s also dark in the sense of being bleak, with Cispus Falls a sad, depressed town in despair, Lucas’ family even before going Wendigo not exactly a happy family, Julia and Paul still very much dealing with a legacy of parental abuse. Production values are good, good suspense, loved the creature design. It’s a violent movie, though I really liked how people didn’t do stupid things around the creatures but vigorously fought back. Acting, casting, all good. It’s a somber movie and like a lot of arty, indie horror films, it isn’t just a horror movie but heavy with metaphors about abuse and unhappy families and meth-ridden Oregon towns.  I do think the Native American aspects could have been detailed or played up a lot better. There are some nods towards Native American aspects and I was pleased to see an actual book I read on the Wendigo briefly shown, though I think overall, my definitely unprofessional opinion, this Wendigo had far more in common with Western pop culture views of Wendigo than Native beliefs. The core aspects of hunger and cannibalism seemed to ring true.",4,08/04/2022 04:27,Antlers,Movies_and_TV,OR,
Disappointing.,"I didn't care for the story line or the ending, seemed unresolved. It wasn't as much thought provoking as it was leaving a feeling of being shortchanged.",3,19/01/2023 20:09,Robot And Frank,Movies_and_TV,OR,
A perfect blend of fragility and strength.,"I feel like this movie is the one that ""Forrest Gump"" was supposed to be but wasn't.  What happens when fate takes you to places you couldn't imagine, and when you get there you know it's exactly the right place to be? What happens when everything that couldn't have been is, and everything that could have been is, too? Not a tear-jerker.  None of the characters are overdrawn; even the war didn't distract from the story. A film to watch every few years as I wander forward from 70.",5,20/10/2022 06:04,,Movies_and_TV,OR,
Much much better than the 2019 reboot,"My favorite episode is ""Cradle Of Darkness"", which makes you ask yourself if you could murder Adolf Hitler as an infant.  Truly thought-provoking.  They did an incredible job of making it feel very Twilight Zone, in its production. That wasn't the only episode that felt like Twilight Zone, though.  They also did some legitimate remakes like ""The Martians Due On Main Street"" and ""Eye Of The Beholder"" and the cream of the crop of classic nostalgia Twilight zone:  Its STILL A Good Life, starring the one and only monster child Bill Mumy and his real daughter, as well as Chloris Leachman. Fantastic way to reboot an episode so classic, by have the original cast return and carry on from the past.  Beautifully executed! This entire series meshes the old with new and was a brilliant way to grab the youth to learn about The Twilight Zone and enjoy it. As one that is a fan of the OG series...I strongly encourage anyone to buy and watch this entire series.  Just like the old series, some are better than others but you won't be disappointed, unless you can't read - and thought this was the Rod Serling classic version. It clearly says Forest Whitaker as bold as the sun. Enjoy!",5,13/04/2022 09:50,The Twilight Zone - The Complete Series (Season One),Movies_and_TV,OR,
I liked it,Good movie. I like all 3 Spider-Man’s and dr strange leading into the latest dr strange release. Multiverse,4,10/08/2022 03:02,,Movies_and_TV,OR,
Good quality,Good quality,5,11/10/2022 13:40,,Movies_and_TV,OR,
"Funny, funny, funny",and historically great music.,5,30/05/2022 07:27,Yesterday,Movies_and_TV,OR,
Not a very good upgrade from my old one,"I watched this on my QLED 900a tv and 4k Samsung DVD player. It has nothing over my old DVD except a few special features, unless that's what you're looking for",3,09/04/2022 09:20,,Movies_and_TV,OR,
YSL enactment.,Interesting film. Well written and acted but not too sure about accuracy. A good evening spent watching it.,5,13/09/2022 01:14,,Movies_and_TV,OR,
THE young cowboy movie,As a former reviewer mentioned - best as it gets and closest to real life. Not sure how it's managed to stay in category of sleepers. Brilliant and real. Thanks.,5,26/11/2022 00:19,,Movies_and_TV,OR,
Ease,Was easy to rent and watch.  Cute story,5,19/07/2022 13:46,,Movies_and_TV,OR,
Best show currently on,This show is amazing. Mysteries that pay off. This is Amazon making up for ROP.,5,22/10/2022 05:05,,Movies_and_TV,OR,
blech.  don't watch while eating,"I watched it because Rotten Tomatoes gave it a high score.  Should pay more attention to audience score in future.  Gross college kids doing gross things.  A lot of reviewers seem to rate this movie highly because it reminds them of college days.  I would rate it way down there for the same reason.  To be fair, I did skip a lot of the movie, because it was so boring.  But even the last 4 minutes seemed slow and kind of pointless.",2,13/06/2022 20:35,Drunk Bus,Movies_and_TV,OR,
Loved it,Really like that June gained extra time with her family and found herself revived again.,5,11/07/2022 04:15,,Movies_and_TV,OR,
Windy,I remember watching this movie when it came out in theaters one of my favorite,5,18/08/2022 01:46,,Movies_and_TV,OR,
You have to have a special dvd player,Didn’t work in my dvd,3,30/07/2022 17:17,The Thorn Birds Complete [DVD] [1983/1996] [2010],Movies_and_TV,OR,
Husband,Husband enjoyed it,5,05/11/2022 19:23,,Movies_and_TV,OR,
"Very Scary, and Very Cool!",Loved it!,5,17/04/2022 02:20,,Movies_and_TV,OR,
One of my favorites,This is a great movie.  The imitation of Bela Lugosi was flawless and hilarious and also sad and tragic.,5,06/05/2022 14:12,,Movies_and_TV,OR,
Avoid this D Grade garbage,"Robert Downey Jr, Benedict Cumberbatch, and Sir Arthur Conan Doyle together couldn't find the humor in this poorly conceived movie. The writing held no humor, the acting was either phoned in or over played, the audio was poor, and the lighting wildly uneven. This was freshman film school at best. I have no idea how they managed to get so many well known actors.",1,05/03/2023 22:38,Spin Me Round,Movies_and_TV,OR,
If you like the Lord of the Rings films you must watch,I think this show fits right in with the films due to the lore and interesting characters.  It's not Game of Thrones by any means but you shouldn't come here expecting that.  I think it is very interesting and shows massive potential.  Don't let me down Amazon!,5,03/09/2022 09:07,,Movies_and_TV,OR,
I'm glad I went back into it,After taking quite a bit of time and just going back to medical shows quite a bit after covid I was happy with the way the season progressed,4,06/04/2022 02:04,,Movies_and_TV,OR,
nope,so its a show about a bunch of 12 year old kids that has a rating of 16+. if it was toned down enough for kids to be able to watch it there might be a chance at success. as it stands the villains in the white spandex suits are just silly and will make many adults avoid this show. watch stranger things its soooo much better!,1,04/08/2022 05:32,,Movies_and_TV,OR,
good movie,not the best but good enough to watch i only watched because  Bruce  dern was in it but it was not very good at all .,3,22/11/2022 12:27,,Movies_and_TV,OR,
Dino D,Great movie,5,19/04/2022 00:32,,Movies_and_TV,OR,
